name	imgurl	center_x	center_y	mouth_left_x	mouth_left_y	eye_right_x	eye_right_y	eye_left_x	eye_left_y	nose_x	nose_y	contour_chin_x	contour_chin_y	contour_left1_x	contour_left1_y	contour_left2_x	contour_left2_y	contour_left3_x	contour_left3_y	contour_left4_x	contour_left4_y	contour_left5_x	contour_left5_y	contour_left6_x	contour_left6_y	contour_left7_x	contour_left7_y	contour_left8_x	contour_left8_y	contour_left9_x	contour_left9_y	contour_right1_x	contour_right1_y	contour_right2_x	contour_right2_y	contour_right3_x	contour_right3_y	contour_right4_x	contour_right4_y	contour_right5_x	contour_right5_y	contour_right6_x	contour_right6_y	contour_right7_x	contour_right7_y	contour_right8_x	contour_right8_y	contour_right9_x	contour_right9_y	left_eye_bottom_x	left_eye_bottom_y	left_eye_center_x	left_eye_center_y	left_eye_left_corner_x	left_eye_left_corner_y	left_eye_lower_left_quarter_x	left_eye_lower_left_quarter_y	left_eye_lower_right_quarter_x	left_eye_lower_right_quarter_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_right_corner_x	left_eye_right_corner_y	left_eye_top_x	left_eye_top_y	left_eye_upper_left_quarter_x	left_eye_upper_left_quarter_y	left_eye_upper_right_quarter_x	left_eye_upper_right_quarter_y	left_eyebrow_left_corner_x	left_eyebrow_left_corner_y	left_eyebrow_lower_left_quarter_x	left_eyebrow_lower_left_quarter_y	left_eyebrow_lower_middle_x	left_eyebrow_lower_middle_y	left_eyebrow_lower_right_quarter_x	left_eyebrow_lower_right_quarter_y	left_eyebrow_right_corner_x	left_eyebrow_right_corner_y	left_eyebrow_upper_left_quarter_x	left_eyebrow_upper_left_quarter_y	left_eyebrow_upper_middle_x	left_eyebrow_upper_middle_y	left_eyebrow_upper_right_quarter_x	left_eyebrow_upper_right_quarter_y	mouth_left_corner_x	mouth_left_corner_y	mouth_lower_lip_bottom_x	mouth_lower_lip_bottom_y	mouth_lower_lip_left_contour1_x	mouth_lower_lip_left_contour1_y	mouth_lower_lip_left_contour2_x	mouth_lower_lip_left_contour2_y	mouth_lower_lip_left_contour3_x	mouth_lower_lip_left_contour3_y	mouth_lower_lip_right_contour1_x	mouth_lower_lip_right_contour1_y	mouth_lower_lip_right_contour2_x	mouth_lower_lip_right_contour2_y	mouth_lower_lip_right_contour3_x	mouth_lower_lip_right_contour3_y	mouth_lower_lip_top_x	mouth_lower_lip_top_y	mouth_right_corner_x	mouth_right_corner_y	mouth_upper_lip_bottom_x	mouth_upper_lip_bottom_y	mouth_upper_lip_left_contour1_x	mouth_upper_lip_left_contour1_y	mouth_upper_lip_left_contour2_x	mouth_upper_lip_left_contour2_y	mouth_upper_lip_left_contour3_x	mouth_upper_lip_left_contour3_y	mouth_upper_lip_right_contour1_x	mouth_upper_lip_right_contour1_y	mouth_upper_lip_right_contour2_x	mouth_upper_lip_right_contour2_y	mouth_upper_lip_right_contour3_x	mouth_upper_lip_right_contour3_y	mouth_upper_lip_top_x	mouth_upper_lip_top_y	nose_contour_left1_x	nose_contour_left1_y	nose_contour_left2_x	nose_contour_left2_y	nose_contour_left3_x	nose_contour_left3_y	nose_contour_lower_middle_x	nose_contour_lower_middle_y	nose_contour_right1_x	nose_contour_right1_y	nose_contour_right2_x	nose_contour_right2_y	nose_contour_right3_x	nose_contour_right3_y	nose_left_x	nose_left_y	nose_right_x	nose_right_y	nose_tip_x	nose_tip_y	right_eye_bottom_x	right_eye_bottom_y	right_eye_center_x	right_eye_center_y	right_eye_left_corner_x	right_eye_left_corner_y	right_eye_lower_left_quarter_x	right_eye_lower_left_quarter_y	right_eye_lower_right_quarter_x	right_eye_lower_right_quarter_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_right_corner_x	right_eye_right_corner_y	right_eye_top_x	right_eye_top_y	right_eye_upper_left_quarter_x	right_eye_upper_left_quarter_y	right_eye_upper_right_quarter_x	right_eye_upper_right_quarter_y	right_eyebrow_left_corner_x	right_eyebrow_left_corner_y	right_eyebrow_lower_left_quarter_x	right_eyebrow_lower_left_quarter_y	right_eyebrow_lower_middle_x	right_eyebrow_lower_middle_y	right_eyebrow_lower_right_quarter_x	right_eyebrow_lower_right_quarter_y	right_eyebrow_right_corner_x	right_eyebrow_right_corner_y	right_eyebrow_upper_left_quarter_x	right_eyebrow_upper_left_quarter_y	right_eyebrow_upper_middle_x	right_eyebrow_upper_middle_y	right_eyebrow_upper_right_quarter_x	right_eyebrow_upper_right_quarter_y	mouth_right_x	mouth_right_y
Stanley Baldwin (1867 - 1947)	http://www.bbc.co.uk/staticarchive/65bf8dc244f39a419dcb7358419e3690291d265b.jpg	44.485294	32.424242	41.088309	36.591455	48.941765	27.677636	39.364265	28.033939	44.313235	33.076485	44.771912	43.548061	34.691176	28.420242	35.055588	30.41503	35.617794	32.169333	36.084118	34.35497	36.531471	36.156424	37.330294	38.172424	38.533529	40.252	40.401176	41.951333	42.240588	43.216606	55.776397	27.647273	56.018971	29.871697	55.831176	32.531818	55.51375	34.711212	54.974338	36.817091	53.912647	38.904667	51.921103	40.531091	49.690882	41.999333	47.655368	43.106606	39.332794	28.571394	39.206985	27.978061	37.163971	28.217697	38.075735	28.497758	40.271912	28.308848	39.302279	27.788364	41.703235	28.070242	39.11875	27.35903	38.124265	27.688848	40.318603	27.442242	35.627868	26.664667	36.649559	26.315576	38.161103	26.115455	39.698676	26.331394	41.367426	26.527636	36.529926	25.433879	37.98125	25.102242	39.727059	25.532424	41.006471	37.481515	44.095515	38.973394	42.592426	37.794364	41.811324	38.266667	42.760441	38.808	46.608971	38.027273	47.741029	38.195273	45.879265	38.853212	44.192647	38.032485	49.158235	37.530121	44.450368	37.713212	43.414632	37.027394	42.033382	37.182909	42.826691	37.516	45.206691	37.075818	47.100809	37.184061	46.767941	37.699394	44.480221	37.207091	42.656838	27.930788	41.708235	32.154727	42.368162	34.50903	44.010882	34.897939	45.197132	27.945636	46.209412	31.841939	45.680441	34.581576	41.158456	33.664606	47.225368	33.702424	43.618971	33.502485	48.982206	28.333758	48.9725	27.625455	46.598235	27.885091	47.700809	28.100182	50.282868	28.098667	49.144706	27.458667	51.394853	27.72303	48.905294	26.952909	47.768897	27.185394	50.194853	27.081879	46.089191	26.126364	47.707059	26.043636	49.432279	25.782788	51.205956	25.98903	52.634044	26.549818	47.466176	25.086606	49.303382	24.829091	51.450515	25.047697	48.907353	37.136788
Sir Joseph Banks (1743 - 1820)	http://www.bbc.co.uk/staticarchive/57e1a88d48c24944402d3cf534c1e8830206849d.jpg	51.470588	20.540541	48.518088	24.042486	55.491029	17.970973	47.666985	17.919405	51.737279	21.315892	52.050882	28.695189	42.31125	18.176703	42.326471	19.760108	42.598971	21.280757	43.032206	22.76	43.431324	24.253081	44.544118	25.598919	46.083456	26.74973	47.788603	27.589568	49.729338	28.315135	59.429632	18.215622	59.322132	19.691892	59.000074	21.268973	58.839265	22.631892	58.457868	24.021351	57.729632	25.290757	56.743309	26.364541	55.709706	27.553351	54.236324	28.315622	47.273529	18.583838	47.310515	18.100757	45.511618	18.120541	46.354118	18.407027	48.343529	18.423243	47.328824	18.026162	49.249706	18.202324	47.305368	17.655027	46.338456	17.779784	48.248235	17.755784	44.365956	16.915784	45.646471	16.693946	47.15875	16.566324	48.761985	16.699405	50.142059	16.747514	45.584632	16.090108	47.151618	15.815351	48.94125	15.962	48.716471	24.250865	51.723162	25.376595	50.191103	24.482865	49.655515	24.815838	50.528897	25.192324	53.539191	24.462919	54.235147	24.654703	53.050515	25.165892	51.736765	24.556595	55.059559	24.335243	51.831103	24.463027	51.092206	23.896757	49.695147	24.04027	50.321176	24.335135	52.728897	23.877838	53.964265	24.101946	53.576765	24.427676	51.869485	24.060216	50.814265	18.159622	50.175515	20.766595	50.526176	22.437189	51.851029	22.587027	52.835809	18.269459	53.556397	20.605568	53.181544	22.390054	49.392647	21.955784	54.171176	21.990649	52.020147	21.516324	55.790441	18.515622	55.734338	18.091243	53.866544	18.31227	54.682721	18.454324	56.720882	18.374919	55.693971	18.014757	57.479559	18.209568	55.772132	17.682432	54.721103	17.799351	56.718971	17.720757	53.439338	16.711784	54.767574	16.660541	56.038235	16.490649	57.393603	16.615946	58.268971	16.896541	54.649265	16.032865	55.998603	15.799622	57.401176	16.001892	54.583088	24.136108
Joseph Bazalgette (1819 - 1891)	http://www.bbc.co.uk/staticarchive/4782efc5b6c1d3463d43d3d8ff5375efb9c893f3.jpg	58.455882	41.351351	48.508382	57.814595	68.195	34.44627	46.075956	34.918649	61.411397	44.67627	60.01375	67.438378	27.229485	35.688486	28.233235	41.140108	29.127574	46.180649	31.133382	50.925459	32.429779	55.325405	35.588824	59.608649	39.203676	63.561081	45.132059	66.503243	52.133603	67.203784	79.172794	34.327568	78.361029	39.287514	77.520588	43.844324	77.401471	48.300486	77.089706	52.047892	74.994853	56.446486	73.772059	60.400541	71.059559	63.781622	66.379706	65.798378	46.149044	36.674703	46.051618	35.176649	40.226176	35.435189	42.790515	36.385838	48.983235	36.177892	45.668603	34.865676	51.935	35.53627	46.211544	33.559027	43.333824	34.194919	48.841397	34.067568	36.323824	32.994378	40.265588	32.204703	44.825956	31.836595	49.377353	31.789459	53.248603	31.64227	39.81625	30.375784	44.630294	29.262649	49.458456	29.758919	49.292647	56.496216	58.792279	57.834054	54.585515	56.529189	52.59875	57.362703	55.419044	58.404324	63.534118	56.236216	64.776765	57.051351	62.044926	57.759459	59.263088	55.996757	66.556912	56.505405	59.350735	55.252973	57.131912	53.555351	53.221985	55.062162	54.505441	56.113514	61.236029	53.617189	64.525515	54.771351	63.099191	55.796216	59.398162	53.836757	55.42	35.289622	54.275294	43.278865	55.676324	48.38773	60.143088	48.641405	61.023456	35.208	63.404412	42.975622	63.248015	48.247568	52.535515	46.583405	65.064191	46.36973	60.626176	45.309838	68.276985	36.122	68.274485	34.577189	62.910294	35.177784	65.122353	35.863622	71.408382	35.543297	67.997353	34.205243	73.200147	34.793405	68.320441	32.958216	65.568088	33.613676	70.950735	33.362432	63.061176	31.70227	66.601324	31.618973	70.170956	31.226324	73.785294	31.379135	75.693382	32.489784	66.319191	29.655027	70.298382	28.894	74.556618	29.740054	66.255588	57.2
Mrs Beeton (1836 - 1865)	http://www.bbc.co.uk/staticarchive/4a72cf41ec3a7f7d7d537c4bf975f322ed3476ef.jpg	44.117647	22.058824	39.288824	25.960662	50.557426	18.365772	36.474559	19.149632	43.982279	22.193088	44.901397	31.033235	28.316324	19.919632	28.438162	21.565735	28.898824	23.308051	29.620221	24.967868	30.667353	26.758051	32.397941	28.275735	34.877206	29.679338	37.777426	30.722721	41.208603	31.369191	56.266029	17.968676	55.989412	19.895699	55.742206	21.481434	55.307353	23.237426	54.767059	25.062096	54.204706	27.068787	52.784412	28.443824	51.077426	29.620882	48.689853	30.447831	37.103088	19.978125	36.964559	19.503897	33.618235	19.430662	35.314338	19.759963	38.489265	19.660294	37.322941	19.628162	39.863309	19.343897	36.954559	19.197978	35.524853	19.274522	38.401103	19.152574	31.821324	18.003456	34.144338	17.726985	37.078088	17.494706	39.613456	17.537537	41.659779	17.35625	33.675882	17.06386	36.910515	16.667022	39.571765	16.621728	37.929118	26.039081	44.262132	27.341654	40.839338	26.372096	39.599485	26.827684	41.506471	27.328566	47.220662	26.052537	48.42375	26.328051	46.423676	27.024081	44.329191	26.540404	49.405882	25.45489	44.392721	25.981434	42.944044	25.288529	40.097059	25.297941	41.189412	25.744449	45.493015	25.192831	47.804632	25.156103	47.266985	25.750184	44.259412	25.381176	42.070809	18.899926	41.416985	21.452463	42.910882	23.564044	45.418676	23.543529	45.881397	18.730699	47.237941	21.296765	47.520074	23.341213	40.505074	22.96489	48.526912	22.583162	45.311397	22.188015	50.552941	19.165993	50.504191	18.674007	47.152941	19.000588	48.950294	19.096985	52.496765	18.800625	50.768309	18.670184	53.184706	18.351213	50.246471	18.326544	48.947059	18.498456	51.831618	18.155368	46.434191	17.209853	48.86625	16.830662	50.875956	16.518603	53.601544	16.245882	55.212279	16.507574	48.287206	16.077132	50.506397	15.594007	53.534338	15.492463	49.029779	25.549007
Aphra Behn (1640 - 1689)	http://www.bbc.co.uk/staticarchive/fa71a43d8b28d93292f6d8c10bb2a0c961496b15.jpg	33.455882	31.081081	28.979412	39.167135	40.093456	24.780324	24.403162	26.148595	28.065735	34.183622	36.490147	48.217838	20.157353	26.965027	21.1475	29.67573	21.660956	32.337189	22.890515	35.171027	24.171471	37.532	26.009632	40.039297	28.401029	42.584108	30.699265	45.015622	33.009632	47.320216	52.576838	23.959946	53.851691	27.486595	54.705588	31.268108	55.180515	34.631892	55.079926	37.918541	52.268235	41.051892	49.001838	43.76627	45.097206	46.252703	40.838382	47.796108	24.592868	27.312324	24.53375	26.344108	21.741838	26.690757	22.924191	27.028703	26.048897	27.183892	25.461985	26.110811	27.920809	26.892757	24.526176	25.258811	22.961765	25.53973	26.148529	25.741135	20.445294	24.635946	21.478456	24.293405	23.361324	23.979135	24.763897	23.950108	26.368309	23.796162	20.853529	22.861189	23.055809	22.370919	24.784926	22.816703	29.295588	39.224541	32.596691	41.255459	31.042941	39.581351	30.115221	40.071027	31.663603	40.901892	35.719926	39.324811	37.161544	39.860919	34.838088	40.856703	32.702353	39.671568	39.132941	38.590703	32.228088	39.203784	30.580441	38.286162	29.490515	39.05227	30.606544	39.169081	32.984926	38.055784	36.143088	38.097135	35.364779	38.703027	32.085588	38.383027	28.457206	26.388541	27.141324	32.688324	28.633897	36.088054	30.75875	36.373189	32.673529	26.044108	33.895441	32.008811	33.035221	35.755838	27.043015	35.117892	35.941029	34.442378	27.993824	34.560378	39.741691	25.956811	39.476618	24.966486	36.016029	25.825622	37.658603	26.040541	41.631618	25.410973	39.979706	24.714	43.172279	24.818324	39.183309	23.903568	37.317132	24.347946	41.327574	24.139135	33.358235	23.455946	36.6425	22.510216	39.007941	22.318	42.263824	22.313081	45.050368	23.01973	36.200956	21.874	39.077721	21.099892	42.636176	21.401568	38.591618	38.043081
Tim Berners Lee (1955 - )	http://www.bbc.co.uk/staticarchive/dbdaa3676c2f185821f774d3cf1ca4ea7e55bffb.jpg	53.308824	55.405405	39.190662	72.023243	67.646029	44.363946	35.3075	45.503351	52.011985	57.662703	54.679853	86.99027	14.208015	46.369243	15.098897	52.794108	16.015147	59.011351	16.922721	65.58	19.161176	71.356216	23.118603	76.695135	29.201912	81.454595	36.388162	84.747027	45.347132	87.005405	86.163971	44.238378	86.089706	50.206541	85.852941	56.937297	85.55	62.574054	84.563235	68.625946	81.503676	74.267027	77.366176	78.788108	71.755809	82.777297	64.568529	85.558919	35.022794	47.515081	34.909265	45.310324	27.631029	45.903622	30.766324	47.024541	39.221324	46.950649	35.136765	44.814108	42.865956	46.117514	34.678456	42.759946	30.970515	43.708216	38.796471	43.903405	22.577647	44.321892	26.963676	41.648324	32.179338	39.878919	38.115515	39.601568	43.358309	39.554919	24.950515	39.367135	30.887353	36.933459	37.888382	36.977838	39.553162	71.797297	53.038456	73.676216	46.844779	71.492432	43.972721	72.963243	48.5925	73.54973	60.222574	71.052973	62.539706	72.251892	57.929265	73.288649	53.273456	71.470811	65.847794	71.000541	53.348088	71.01027	49.57875	69.391351	44.517647	70.524865	46.569853	71.092432	55.971324	68.971892	61.454191	69.545946	59.506471	70.66	53.359265	69.844324	46.514412	45.211297	45.324338	55.750811	47.669191	62.282703	53.238897	62.493514	56.040588	45.00027	58.942426	54.282162	58.033603	61.547027	43.4	60.410811	61.713603	59.316757	52.554265	58.079459	68.858235	46.405568	68.329338	44.204595	60.167868	45.337405	64.015368	45.849784	72.658235	45.655243	68.363162	43.633568	75.216176	44.426811	68.150882	41.908919	64.341838	43.044919	71.951544	42.363135	57.863162	39.543243	63.933088	39.445405	69.761324	39.276973	75.555147	40.434216	80.448529	42.665351	63.725294	36.580378	70.306618	36.117622	77.055882	37.896216	66.56125	71.114595
Annie Besant (1847 - 1933)	http://www.bbc.co.uk/staticarchive/9398772a42feb381c6fa4d641820a56f6ae734f7.jpg	51.470588	45	44.155294	53.831313	58.695956	38.1455	42.268676	38.301063	50.445074	46.2065	51.64625	62.138437	32.562059	39.114938	32.704632	42.825125	33.430882	46.17925	34.320662	49.519312	35.277279	52.775	37.242279	55.916125	39.723235	58.544187	43.049559	61.014938	47.306029	62.032938	68.188824	38.00125	67.651471	41.306875	66.608382	44.755563	65.785735	47.803375	64.667941	50.898062	63.376618	53.808562	61.728382	56.607062	59.001324	59.203125	55.920882	61.013688	42.712574	39.627875	42.597868	38.354063	38.637574	38.72225	40.568235	39.353437	44.791397	39.44875	42.395882	38.091687	46.767868	39.075063	42.382353	36.910625	40.457794	37.37625	44.674779	37.407438	36.313015	36.255875	38.798235	35.667063	41.557574	35.222875	44.468676	35.449	46.764632	35.7895	38.431544	34.287312	41.464485	33.791625	44.529191	34.154313	45.461838	53.929437	51.233676	55.398875	48.489044	53.937812	47.182721	54.663688	49.432279	55.341812	53.822721	53.625312	55.258162	54.132062	53.049779	55.075437	51.047279	53.95825	56.762868	53.21375	50.938529	53.82075	49.469853	52.724187	47.181765	53.262	48.479926	53.687562	52.145882	52.515188	54.781912	52.675562	53.947206	53.3435	50.853897	52.859437	48.549926	38.993375	47.536691	44.582625	48.802721	48.916312	51.272941	48.938563	52.753971	38.564312	54.133235	44.53875	53.633235	48.694125	46.472059	47.65725	55.36625	47.63175	50.725588	46.690438	58.593971	39.532313	58.424559	38.208687	54.652868	38.614	56.251324	39.164062	60.814853	39.028062	58.327353	37.991	62.142868	38.174312	58.22	36.993625	56.402647	37.222938	60.264338	37.310938	53.910662	36.1185	56.782647	35.851187	59.606618	35.688	62.414338	35.529938	64.339118	35.904938	56.731471	34.748688	59.400221	34.10075	62.564191	34.330313	56.878015	53.258812
Aneurin Bevan (1897 - 1960)	http://www.bbc.co.uk/staticarchive/95e28bb942da056c1e31abe941bab807b88bf124.jpg	51.470588	21.176471	46.521324	25.393294	57.071912	18.154941	46.150221	17.223882	52.380809	21.411118	51.111397	31.761	37.985662	16.932824	37.762353	19.141294	37.659118	21.418588	37.663235	23.805941	38.390882	25.989882	40.01125	27.804765	42.470147	29.555353	45.097353	30.696235	47.816176	31.590059	61.900074	18.847118	61.707132	20.692941	61.302574	22.791294	60.888456	24.612529	60.115074	26.456235	58.96875	28.114294	57.727059	29.483235	56.079485	30.705059	53.696103	31.416824	46.226765	17.784882	46.20875	17.314471	44.0725	17.305765	45.086912	17.596706	47.328382	17.714118	46.106691	17.254353	48.56125	17.514824	46.129779	16.840765	45.170882	16.944235	47.309853	17.006118	42.396618	16.010235	43.999779	15.870529	45.825074	15.701647	47.856471	15.614529	49.493235	15.67	43.71375	14.810588	45.665	14.528706	47.803603	14.643353	46.525735	25.514059	51.74875	26.537706	49.323235	25.659941	48.411029	25.997706	50.016544	26.302882	54.008162	26.035059	54.575221	26.452882	53.124191	26.638882	51.839926	25.777059	55.374706	26.110765	51.890441	25.397	50.835147	24.661647	48.475368	24.913059	49.672059	25.315824	53.10125	24.768529	54.422794	25.113294	53.841838	25.624588	51.988676	24.815824	50.473603	17.654	49.527059	20.335176	50.392647	22.517294	52.399338	22.994235	53.700441	18.068882	54.599191	20.601176	54.21375	22.726706	48.569853	21.609647	55.205221	22.201588	53.019779	21.607588	56.972059	18.743294	57.048971	18.224588	54.804706	18.030706	55.755147	18.413765	58.057059	18.648412	56.901691	18.075176	58.946029	18.661706	57.223456	17.816882	56.117721	17.674588	58.168235	18.050706	54.527574	16.272588	56.234412	16.525882	57.985074	16.803176	59.409559	17.113588	60.19125	17.576176	56.29875	15.422824	58.095809	15.64	59.841471	16.316176	55.331985	25.456118
Ernest Bevin (1881 - 1951)	http://www.bbc.co.uk/staticarchive/332afa5cd8f45ae6b6b3cd88bbd44b304f5145a8.jpg	54.411765	28.648649	47.808971	34.848811	61.323676	23.100811	47.399706	23.101189	54.854559	30.350811	53.090368	41.298216	35.823603	23.335081	36.279265	26.398108	36.790147	29.252919	37.271324	32.004054	38.059853	34.519892	40.107721	36.721784	42.581544	38.736919	45.959118	40.049027	49.151176	41.082324	70.892647	22.932216	69.565809	25.747892	68.169265	28.549243	67.116176	30.993243	66.043897	33.548865	64.353015	35.605081	62.484191	37.338054	59.642868	39.128541	56.947353	40.358757	46.961471	23.758811	46.951985	22.896649	43.526618	23.294703	45.060735	23.467622	48.609338	23.541135	46.846912	22.681676	50.21875	23.375568	47.104265	21.942757	45.265441	22.273081	48.710588	22.396378	41.179485	20.369622	43.153456	20.127514	46.069412	20.233405	48.552426	20.942108	51.149191	21.542324	43.032574	18.92627	46.272868	19.086486	48.945588	19.952216	47.043162	35.044432	53.865735	36.673405	50.847574	35.45027	49.231985	35.997459	51.512279	36.657676	56.546765	35.243676	57.767721	35.688162	55.894706	36.362811	54.064191	35.422432	58.980294	34.651459	54.131765	35.294432	52.856618	34.550486	50.124853	34.846811	51.155515	35.296973	55.329926	34.438054	57.066029	34.31973	56.653235	35.125081	54.142647	34.673838	52.802868	23.553027	50.500147	28.923189	51.720074	31.946108	54.4275	32.509189	56.567059	23.472541	57.956912	28.596108	56.843015	31.833135	49.378088	30.868	58.600147	30.859676	54.676838	30.886919	63.192059	23.650865	63.208162	22.789351	59.898088	23.241784	61.597794	23.303297	64.867794	23.425676	62.478897	22.576378	66.526324	22.958541	63.109559	22.074541	61.44125	22.178324	65.040441	22.103405	59.1675	21.34773	62.296397	20.960378	64.675882	20.495838	67.464338	20.508703	68.992353	20.307351	62.119779	19.970162	64.674191	19.272703	67.662426	19.257243	59.327279	34.380919
Tony Blair (1953 - )	http://www.bbc.co.uk/staticarchive/2c5e9b3d520bbf37303ea254d59183d20f033aee.jpg	48.514851	43.75	38.301089	54.762688	58.319208	35.711813	33.714653	37.281125	46.428119	45.320875	51.260693	65.654375	20.711683	38.390937	21.864257	42.378187	23.294356	46.292125	24.999406	50.047187	26.994257	53.74575	29.898614	57.133187	33.78297	60.534	39.012475	62.97625	43.937327	65.30375	75.150792	34.269437	76.019406	38.720875	76.23802	43.54975	76.839901	47.448875	76.107426	51.603375	73.334158	55.562937	69.791782	58.966062	65.27703	62.101937	59.637426	64.53625	33.914356	38.781437	33.611782	37.38	28.005446	37.876687	30.453069	38.619	36.743663	38.334187	34.063762	37.004562	39.182376	37.758687	33.504851	35.867	30.552673	36.404563	36.50198	36.273875	23.938416	36.100687	26.692772	34.768125	30.358614	34.255313	35.087426	34.428563	38.965545	34.3835	24.62604	32.938	29.958713	32.267375	35.102574	32.894125	39.18495	54.611687	49.500198	57.229813	44.027228	54.748812	42.194554	55.953063	45.682673	57.205188	55.270495	54.10375	57.847624	55.007063	54.060099	56.502625	49.072772	54.877875	60.129901	53.261375	48.75901	54.352562	46.027327	53.093	42.023168	53.60825	44.254455	54.19625	51.044752	52.74125	56.00802	52.822125	54.844851	53.653062	48.660198	53.337937	41.999307	37.141625	41.796931	43.875687	43.752673	48.1175	47.151881	48.152938	48.90396	36.76825	51.661584	43.197687	51.563267	47.700062	40.540198	47.043188	54.828515	46.524	46.350099	45.506125	58.644158	37.0665	58.153465	35.625125	52.386733	36.820125	55.052673	37.215812	61.734257	36.18	57.966634	35.300562	63.437228	35.31975	57.728218	34.131687	54.739901	34.926937	61.021584	34.229812	50.320198	33.799937	55.153762	33.184438	59.222871	32.404813	63.781485	32.220062	67.053069	32.889437	54.060594	31.45625	58.499109	30.450625	63.861386	30.234563	60.693564	53.086562
