name	imgurl	center_x	center_y	mouth_left_x	mouth_left_y	eye_right_x	eye_right_y	eye_left_x	eye_left_y	nose_x	nose_y	contour_chin_x	contour_chin_y	contour_left1_x	contour_left1_y	contour_left2_x	contour_left2_y	contour_left3_x	contour_left3_y	contour_left4_x	contour_left4_y	contour_left5_x	contour_left5_y	contour_left6_x	contour_left6_y	contour_left7_x	contour_left7_y	contour_left8_x	contour_left8_y	contour_left9_x	contour_left9_y	contour_right1_x	contour_right1_y	contour_right2_x	contour_right2_y	contour_right3_x	contour_right3_y	contour_right4_x	contour_right4_y	contour_right5_x	contour_right5_y	contour_right6_x	contour_right6_y	contour_right7_x	contour_right7_y	contour_right8_x	contour_right8_y	contour_right9_x	contour_right9_y	left_eye_bottom_x	left_eye_bottom_y	left_eye_center_x	left_eye_center_y	left_eye_left_corner_x	left_eye_left_corner_y	left_eye_lower_left_quarter_x	left_eye_lower_left_quarter_y	left_eye_lower_right_quarter_x	left_eye_lower_right_quarter_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_right_corner_x	left_eye_right_corner_y	left_eye_top_x	left_eye_top_y	left_eye_upper_left_quarter_x	left_eye_upper_left_quarter_y	left_eye_upper_right_quarter_x	left_eye_upper_right_quarter_y	left_eyebrow_left_corner_x	left_eyebrow_left_corner_y	left_eyebrow_lower_left_quarter_x	left_eyebrow_lower_left_quarter_y	left_eyebrow_lower_middle_x	left_eyebrow_lower_middle_y	left_eyebrow_lower_right_quarter_x	left_eyebrow_lower_right_quarter_y	left_eyebrow_right_corner_x	left_eyebrow_right_corner_y	left_eyebrow_upper_left_quarter_x	left_eyebrow_upper_left_quarter_y	left_eyebrow_upper_middle_x	left_eyebrow_upper_middle_y	left_eyebrow_upper_right_quarter_x	left_eyebrow_upper_right_quarter_y	mouth_left_corner_x	mouth_left_corner_y	mouth_lower_lip_bottom_x	mouth_lower_lip_bottom_y	mouth_lower_lip_left_contour1_x	mouth_lower_lip_left_contour1_y	mouth_lower_lip_left_contour2_x	mouth_lower_lip_left_contour2_y	mouth_lower_lip_left_contour3_x	mouth_lower_lip_left_contour3_y	mouth_lower_lip_right_contour1_x	mouth_lower_lip_right_contour1_y	mouth_lower_lip_right_contour2_x	mouth_lower_lip_right_contour2_y	mouth_lower_lip_right_contour3_x	mouth_lower_lip_right_contour3_y	mouth_lower_lip_top_x	mouth_lower_lip_top_y	mouth_right_corner_x	mouth_right_corner_y	mouth_upper_lip_bottom_x	mouth_upper_lip_bottom_y	mouth_upper_lip_left_contour1_x	mouth_upper_lip_left_contour1_y	mouth_upper_lip_left_contour2_x	mouth_upper_lip_left_contour2_y	mouth_upper_lip_left_contour3_x	mouth_upper_lip_left_contour3_y	mouth_upper_lip_right_contour1_x	mouth_upper_lip_right_contour1_y	mouth_upper_lip_right_contour2_x	mouth_upper_lip_right_contour2_y	mouth_upper_lip_right_contour3_x	mouth_upper_lip_right_contour3_y	mouth_upper_lip_top_x	mouth_upper_lip_top_y	nose_contour_left1_x	nose_contour_left1_y	nose_contour_left2_x	nose_contour_left2_y	nose_contour_left3_x	nose_contour_left3_y	nose_contour_lower_middle_x	nose_contour_lower_middle_y	nose_contour_right1_x	nose_contour_right1_y	nose_contour_right2_x	nose_contour_right2_y	nose_contour_right3_x	nose_contour_right3_y	nose_left_x	nose_left_y	nose_right_x	nose_right_y	nose_tip_x	nose_tip_y	right_eye_bottom_x	right_eye_bottom_y	right_eye_center_x	right_eye_center_y	right_eye_left_corner_x	right_eye_left_corner_y	right_eye_lower_left_quarter_x	right_eye_lower_left_quarter_y	right_eye_lower_right_quarter_x	right_eye_lower_right_quarter_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_right_corner_x	right_eye_right_corner_y	right_eye_top_x	right_eye_top_y	right_eye_upper_left_quarter_x	right_eye_upper_left_quarter_y	right_eye_upper_right_quarter_x	right_eye_upper_right_quarter_y	right_eyebrow_left_corner_x	right_eyebrow_left_corner_y	right_eyebrow_lower_left_quarter_x	right_eyebrow_lower_left_quarter_y	right_eyebrow_lower_middle_x	right_eyebrow_lower_middle_y	right_eyebrow_lower_right_quarter_x	right_eyebrow_lower_right_quarter_y	right_eyebrow_right_corner_x	right_eyebrow_right_corner_y	right_eyebrow_upper_left_quarter_x	right_eyebrow_upper_left_quarter_y	right_eyebrow_upper_middle_x	right_eyebrow_upper_middle_y	right_eyebrow_upper_right_quarter_x	right_eyebrow_upper_right_quarter_y	mouth_right_x	mouth_right_y
Michael Collins (1890 - 1922)	http://www.bbc.co.uk/staticarchive/bb6656ea0c93fbf74ce2a6db522daa9d44187f35.jpg	54.044118	36.486486	44.238897	41.094108	62.790221	31.051514	46.540515	29.331676	54.542721	37.277892	52.39	52.982649	36.124853	28.037351	35.354779	31.605568	34.701103	34.881189	34.730588	38.156054	35.653676	41.465676	37.494853	44.443027	39.801618	47.344811	42.964779	50.123135	46.575368	52.370162	70.565441	32.454324	69.662353	35.658595	69.024559	38.873946	68.178382	41.847297	66.631471	44.659189	64.644632	47.184865	62.256838	49.209351	58.566618	51.228	55.853676	52.740486	47.394191	29.901297	47.596471	29.325676	43.72875	29.227946	45.478603	29.55027	49.3925	30.107459	47.550221	29.263405	51.306765	30.237784	47.905809	28.678378	45.793824	28.579892	49.613824	29.136595	42.250074	26.698108	44.957426	26.820216	47.932132	27.202	50.615735	27.622216	53.057132	27.95627	45.056765	25.547351	48.169485	25.627081	51.002794	26.519027	44.130662	41.129459	51.944485	45.499459	48.133015	43.111297	45.821103	43.188486	48.386471	44.913946	56.640441	43.899243	58.489779	44.418108	55.474853	45.527405	52.550662	44.075081	60.118162	42.847405	53.191029	42.512919	51.357574	41.301243	47.795515	41.022595	49.209265	41.679027	55.166176	41.724811	57.751397	42.094054	56.885368	42.667892	53.519412	41.583135	54.212574	30.557946	51.352941	34.955135	51.716985	38.713297	54.649559	39.832919	58.283309	31.188541	58.670882	35.889568	57.637132	39.553838	49.355956	36.739189	59.961985	38.321838	55.345221	37.797676	63.261691	31.820649	63.405588	31.240541	59.690221	31.253946	61.508382	31.520649	65.079926	31.943135	63.468235	31.126595	66.25	31.787946	63.532941	30.594811	61.888824	30.672108	65.161765	30.891784	60.438897	28.847568	62.926544	29.284703	65.046838	29.454216	67.122426	29.569784	68.487647	29.84173	62.887059	27.757892	65.228897	27.740811	67.504559	28.172108	60.534559	42.656324
John Constable (1776-1837)	http://www.bbc.co.uk/staticarchive/ec985854b8fade8330359c9157395bfb653c9810.jpg	55.882353	47.567568	47.566912	58.86	68.533971	41.228541	46.251985	39.983135	61.077721	51.421081	56.603382	71.27027	25.755147	38.88627	25.658897	44.18	27.180809	48.903622	28.300368	54.146486	29.930515	58.187027	33.981765	62.485405	38.456103	66.435676	43.738382	69.194595	50.038897	71.311892	76.788235	41.472595	76.452206	45.761568	75.291176	49.960595	74.083824	53.484973	72.760882	57.158378	71.060809	61.138919	69.061765	64.467568	66.310147	67.701081	62.214632	70.291892	46.125	41.440108	46.137132	40.065297	40.463897	39.963189	42.908897	40.89027	49.031176	41.328324	46.16125	39.793622	51.798382	40.785622	46.504338	38.605351	43.318676	38.991297	48.934926	39.136541	36.45	35.210919	41.181397	34.87373	46.7475	35.066757	51.441838	36.061514	55.064926	37.231405	41.209118	33.358865	46.911324	33.272486	51.987059	34.432811	47.399191	59.002162	57.386544	62.748649	52.787868	59.745946	50.667941	60.741081	53.942794	62.195676	60.953456	60.250811	62.711176	61.271351	60.145368	62.423784	57.779853	60.207568	64.284853	59.951351	57.798015	59.789189	55.821985	57.91027	51.741397	58.437838	53.668456	59.348649	59.935882	58.158378	62.503676	58.638378	61.32125	59.787027	58.125	58.446486	56.174412	41.019514	53.839559	48.834595	55.075662	54.329189	59.231691	54.808649	61.271324	41.310108	62.975882	49.203351	62.031544	54.602703	51.1375	52.401892	64.230882	52.854486	60.844706	51.672703	68.554706	42.558595	68.619926	41.119081	63.358824	41.323189	65.731029	41.981135	71.218309	42.028811	68.312794	40.874432	73.163162	41.458919	68.742059	39.779514	66.119779	40.059081	71.353529	40.307351	62.636765	37.228486	66.425147	36.632541	70.326397	36.074432	74.305147	36.176324	76.663235	37.264486	66.035662	35.144054	70.160368	34.253514	74.900735	34.721568	64.425	60.497838
Captain James Cook (1728 - 1779)	http://www.bbc.co.uk/staticarchive/c94f466fb347b670c040edaf1585e9938671ec12.jpg	55.882353	36.25	51.414338	41.7265	60.924926	32.75375	50.117279	31.848813	58.189485	38.512625	56.636838	47.20425	41.089853	31.84175	40.791618	34.295313	41.207206	36.662063	41.889044	38.962688	43.056324	41.435625	44.642794	43.344312	47.145221	45.004625	49.847132	46.151187	52.932794	47.306063	62.871691	31.866312	63.0875	33.800063	63.041912	35.732625	63.001838	37.594062	62.249559	39.289625	61.143676	40.941437	60.184338	42.736937	59.273382	44.451125	58.606103	46.415875	50.072279	32.589187	50.062426	31.835687	47.730294	31.854313	48.695662	32.292938	51.130147	32.451813	49.8375	31.733562	52.355588	32.263063	50.234118	31.030437	48.955074	31.310938	51.287279	31.338875	46.640956	30.345813	48.330441	30.217125	50.435074	30.162813	52.488015	30.356062	54.285441	30.505125	48.373382	29.498125	50.486176	29.23725	52.477794	29.45375	50.027868	40.046437	56.263603	42.782812	53.044926	41.504438	51.659118	41.646875	53.921176	42.68275	58.611544	41.441312	59.120294	41.468938	57.88625	42.414	56.334265	41.786375	59.734265	39.832375	56.468603	40.4355	55.097647	39.475	52.527941	40.032125	53.536176	40.407438	57.660441	39.516188	58.873015	39.976687	58.397353	40.251375	56.581029	39.782	54.919706	32.004937	54.009559	35.572375	54.864338	38.0255	57.357941	38.006	57.701397	32.063437	58.516544	35.691437	58.781544	38.103	52.878824	37.526187	59.559338	37.615625	58.009044	36.975125	60.764853	32.665312	60.558162	31.950625	58.384559	32.412375	59.333529	32.610375	61.890294	32.261562	59.676544	31.937437	62.570368	31.945812	60.371838	31.28375	59.427206	31.473937	61.561176	31.409	58.854412	30.843375	60.303456	30.704687	61.546985	30.566875	62.832279	30.640812	63.719044	30.49475	60.110588	30.074	61.377794	29.736125	62.884559	29.6725	60.187868	42.081437
Copernicus (1473-1543)	http://www.bbc.co.uk/staticarchive/577b0eb2a2404326f4878628b033cf889368941a.jpg	45.955882	20.810811	42.213824	27.228595	51.192059	16.796595	39.435221	16.403243	48.676029	22.379081	47.678676	32.981676	28.383971	16.951622	28.129338	19.69	28.799559	22.487081	29.073015	25.21427	30.241618	27.794757	32.714044	29.918216	35.720221	31.544432	39.551324	32.381189	43.063162	33.075514	55.135	17.160595	55.266912	19.202757	55.031176	21.424541	54.759412	23.350973	53.876838	25.383514	53.048382	27.373405	52.177941	29.102973	50.677426	30.739514	49.334853	32.165946	39.324118	17.706703	39.331765	16.759135	36.134265	16.96827	37.395735	17.471892	41.210074	17.539892	38.938824	16.622432	42.737426	17.180486	39.271618	15.770486	37.576029	15.991568	41.213235	16.074162	34.022721	14.670973	36.760809	14.032865	39.7925	13.877297	42.130294	14.276108	44.335588	14.941784	36.626397	13.45173	39.938309	13.204378	42.333235	13.606216	42.185809	27.177568	47.162868	28.284595	44.958824	27.061676	43.783971	27.652973	45.184926	28.150919	48.558309	27.108919	49.180956	27.667622	48.178676	28.169243	47.104632	27.169838	49.787059	27.135405	47.343824	26.666703	45.955515	25.580595	43.794485	26.282108	45.371544	26.626757	48.172426	25.702486	49.207721	26.258	48.490809	26.811568	47.3125	25.865622	44.878603	17.090324	44.515	21.311892	45.959044	23.738162	48.257426	23.955622	47.864191	17.14973	49.460441	21.013297	49.235441	23.546432	43.668162	23.022378	49.950294	22.876703	49.011176	22.250378	51.322794	17.87573	51.228235	16.913135	48.167059	17.266216	49.522721	17.594216	52.706691	17.640432	50.959338	16.70227	53.5025	17.263892	51.411618	15.972703	49.712426	16.223135	52.693162	16.172757	48.895882	15.242324	50.427059	14.807297	52.073676	14.382216	53.677206	14.327838	54.569632	14.722432	50.027353	14.065243	51.797574	13.518486	53.89625	13.621027	50.051103	27.047459
Hernando Cortés (1485-1547)	http://www.bbc.co.uk/staticarchive/b89a4b1670eddf595b396c5b53c4f87741e375ee.jpg	42.647059	30.27027	33.811765	40.096108	50.129338	24.556108	35.014118	24.677892	36.028824	32.558811	39.386912	48.977405	30.027279	25.039135	29.71375	28.274108	29.558235	31.093405	30.261103	33.824703	31.293088	36.784541	32.416103	39.089838	33.458456	41.862757	34.823971	44.439514	36.846324	47.056432	63.6175	24.879568	63.778015	28.882432	63.749191	32.858216	63.261912	36.940865	61.645294	40.276595	58.856985	43.540432	54.309191	45.504	49.57125	47.34027	45.556765	48.725892	33.831912	25.750649	33.723235	24.676216	30.923897	24.765784	31.750662	25.250973	35.633015	25.489189	34.712132	24.562595	37.66875	25.217135	33.684559	23.638378	32.019632	23.924919	35.419632	24.003351	30.321029	20.867514	31.384412	20.298649	33.126765	20.412216	35.374559	21.374432	37.565588	21.824054	30.499632	19.501297	33.223529	19.049459	35.776765	20.292865	35.393235	38.438108	39.100294	40.504486	37.255515	38.861676	36.318971	39.038432	37.658456	40.319622	43.680294	39.032649	44.995441	39.617514	42.110294	40.360595	39.581765	39.086324	47.916471	38.665459	39.237794	38.880486	37.713382	37.142486	35.827721	37.599135	37.443603	38.140811	40.700368	37.222811	44.195515	37.525243	43.311103	38.597946	39.290588	37.374216	38.527574	24.952162	35.891397	30.186216	36.419926	34.281081	38.649632	34.740757	42.794044	25.041135	43.405221	30.587946	41.784706	34.088649	35.087721	33.084486	44.755294	32.972757	37.044706	32.307297	49.855588	25.920108	49.6825	24.765027	45.905956	25.118973	47.373456	25.652432	52.052868	25.374757	51.029265	24.506649	53.431691	24.773946	49.660588	23.655514	47.453456	23.98573	51.699191	24.00173	43.522353	21.427081	46.919706	20.905243	49.995515	20.076324	53.510809	20.710216	56.704044	22.214054	46.317353	19.493784	49.563382	18.640432	53.603088	19.71627	46.775294	37.943838
Crick and Watson (1916-2004)	http://www.bbc.co.uk/staticarchive/6a946dadd78acdb646976c1c358f1703f96bc928.jpg	79.591837	35.616438	75.838776	40.726712	84.005102	30.329384	75.869388	29.772945	79.785204	37.119452	79.031633	50.421918	70.97449	29.61637	70.986735	32.457397	71.12551	35.314589	71.19949	38.493151	71.517857	41.242192	72.460714	43.78637	73.594898	46.342808	75.118367	48.377808	76.802551	49.939384	89.093367	31.012877	88.77398	34.013562	88.485714	36.912945	88.147449	39.865342	87.47449	42.470685	86.105612	44.999726	84.832653	47.12774	83.086224	48.902603	81.251531	50.047603	75.872959	30.444658	75.964286	29.748973	74.213265	29.628904	74.956633	30.127055	76.841327	30.407329	76.044388	29.609521	77.816327	30.296027	76.027551	29.006575	75.15	29.131438	76.935714	29.376849	73.063265	27.709863	74.425	27.51863	75.665816	27.437534	76.99949	27.824384	78.10102	27.95911	74.32398	26.67	75.644898	26.551575	77.115306	26.882466	75.621429	41.188973	79.220918	44.473356	77.398469	42.54774	76.440816	42.96226	77.478571	43.951644	81.478061	42.592808	82.312755	42.886849	80.790306	44.039863	79.405102	43.117192	83.207653	41.374658	79.453061	41.198493	78.597449	40.66863	77.108163	40.854658	77.70051	41.169726	80.19898	40.542192	81.85	40.673014	81.365816	41.16089	79.471939	40.707329	78.802041	30.06911	77.856122	34.978493	78.396429	38.245342	79.563776	38.890616	81.062755	30.444726	81.269898	35.254521	80.780612	38.402397	77.410714	37.098699	81.735204	37.312671	79.714796	37.190822	83.808163	31.096096	83.92551	30.441233	82.156122	30.610137	82.983673	30.815753	84.792347	30.968425	84.044388	30.322329	85.529592	30.649863	83.988265	29.834863	83.12602	29.878288	84.854592	30.05411	81.752551	28.395137	83.144388	28.341986	84.406633	28.518562	85.788776	28.598699	86.82398	28.748767	83.222449	27.611164	84.572959	27.486164	86.012755	27.771918	83.188776	41.246027
William Cuffay (1788 - 1870)	http://www.bbc.co.uk/staticarchive/d0cc6eb2dae074c0ada81b25c79b646f7bc4b5c4.jpg	49.632353	24.594595	42.952279	29.107027	55.642574	20.691297	41.866103	20.734595	49.918382	25.875243	49.336765	37.369297	34.646397	20.639514	34.616544	22.949568	35.274412	25.087568	36.166397	27.341514	37.214706	29.658486	38.750735	31.731946	40.666544	34.188216	43.021397	35.830649	46.141324	37.037405	61.684853	20.815622	61.508529	22.887784	60.979559	25.520108	60.521471	27.635568	59.521691	29.617838	58.261176	31.499243	56.576912	33.447568	54.998456	35.071027	53.163529	36.607081	42.009118	21.489351	42.004191	20.851946	39.060956	20.829027	40.424706	21.419027	43.502206	21.354541	41.603382	20.81773	45.173309	21.038108	41.927868	20.17	40.666544	20.281622	43.494559	20.397243	37.365809	18.137027	39.190368	17.570432	41.603824	17.281622	43.738529	17.582162	45.794853	18.050919	38.991838	16.806486	41.679853	16.343838	43.878235	16.761027	43.609706	29.481081	49.527941	32.600486	46.489706	30.86627	45.162647	30.673838	47.041029	32.115946	52.654926	30.904595	53.654265	30.95227	51.616765	32.185838	49.577426	31.422757	54.558088	29.814486	49.549118	30.370595	48.123382	29.412108	45.538309	29.492324	46.89	30.037351	50.939265	29.438	53.047574	29.372054	52.386176	30.037135	49.592279	29.647459	47.133382	20.94973	46.378529	24.586757	47.337279	27.234	49.785809	27.797459	50.870588	20.840216	52.380515	24.513622	51.951471	27.315568	45.159559	26.225351	53.874338	26.503676	49.918235	26.202324	55.816838	21.499676	55.736176	20.836541	52.546544	21.11827	54.075441	21.268541	57.447206	21.206865	55.477059	20.801676	58.283162	20.887297	55.674559	20.300108	54.301324	20.454595	57.101618	20.289459	52.703676	18.068054	54.948162	17.808216	56.615294	17.861676	58.450441	18.217514	59.5925	18.986919	54.734412	16.808324	56.787721	16.651459	58.851471	17.607838	54.488382	28.917405
Marie Curie (1867 - 1934)	http://www.bbc.co.uk/staticarchive/cde65938b238fadae1f47bc15a78ee0ea01b9c97.jpg	49.489796	32.191781	47.354031	40.226438	53.359184	26.459178	44.732194	27.494041	49.9775	33.20411	51.207143	48.511918	38.930408	29.144452	39.3325	32.25726	40.095204	35.170822	40.736888	38.093904	41.331327	40.978699	42.519643	43.75589	44.007551	46.083493	46.109898	47.430616	48.337143	48.681027	58.970408	25.948562	59.126531	28.97363	58.842347	32.202603	58.802551	35.511027	58.57449	38.913151	58.143367	42.143767	57.181122	44.714589	55.916837	46.931712	53.958673	47.911507	44.654235	28.620274	44.40352	27.662329	42.457398	28.408014	43.393061	28.476575	45.507143	28.247466	44.690612	27.452671	46.408827	27.86	44.197398	26.586849	43.283571	27.237945	45.38551	26.804726	41.06852	26.583288	42.294082	26.005616	43.739592	26.022945	45.224745	25.428767	46.789286	24.793082	42.057857	25.300822	43.672908	24.543973	45.098878	24.271918	46.501378	41.35089	50.566888	41.031438	48.571173	40.330137	48.049184	41.276164	49.513622	41.113082	52.344388	40.121096	53.227551	40.727055	51.67602	40.967123	50.433827	39.850822	53.983673	40.391575	50.338929	40.051096	49.450969	38.956301	47.717551	39.965548	48.585714	40.363151	51.202041	38.673767	52.905612	39.17226	52.321429	39.713014	50.357143	38.999795	48.117806	27.50863	47.662908	32.588699	48.586327	35.691507	50.224235	35.610616	50.356224	27.264247	51.651531	31.928699	51.577551	35.326096	47.160918	35.070411	52.763776	34.15863	50.023571	33.230068	54.057653	27.308904	53.92449	26.366849	51.878061	27.02137	52.853061	27.236781	55.077041	26.972945	54.003571	26.139178	55.936224	26.626918	53.886735	25.259178	52.777041	25.795822	54.894898	25.627329	50.819796	24.124178	52.219898	24.208014	53.762245	24.290959	55.486735	23.857603	56.863265	23.67637	52.051531	22.90274	53.567347	22.452534	55.359184	22.692329	53.789286	39.038973
Vasco da Gama (c.1460 - 1524)	http://www.bbc.co.uk/staticarchive/caa6b6b3f40714a706a285c08d7bf96c53be63a0.jpg	46.323529	23.243243	43.030368	29.287784	50.3425	20.206811	41.072868	20.375081	46.614118	25.354541	46.431691	33.672216	34.155147	20.761568	34.084926	22.771135	34.335	24.580757	35.146765	26.425568	36.076618	28.222054	37.459559	29.908811	39.064338	31.389135	41.449338	32.616324	44.164706	33.564811	53.771176	20.27373	53.81625	21.926486	53.673676	23.748595	53.526471	25.319243	53.063676	26.906757	52.150662	28.625838	51.295809	29.998162	50.471838	31.640541	49.341985	32.930811	41.438456	21.062054	41.422574	20.482378	39.171397	20.520216	40.267574	20.864	42.567426	20.929892	41.514191	20.45427	43.305147	20.739297	41.428603	19.889135	40.264853	20.04573	42.568309	20.103297	37.081912	19.202108	39.164485	18.813081	41.113676	18.883784	42.814265	19.162541	44.212721	19.228865	39.024118	18.067189	41.006838	18.006108	42.864926	18.358486	42.528235	28.513568	46.215809	29.782811	44.257132	28.730649	43.586103	29.235676	44.920662	29.819676	48.011544	28.71973	48.818309	28.923946	47.585515	29.606811	46.321838	28.97573	49.796691	28.320216	46.359118	28.443946	45.387206	27.758	43.795221	27.892486	44.64125	28.316162	47.229265	27.717676	48.506397	27.843297	48.037721	28.299027	46.370809	27.851676	45.080147	20.506378	44.382721	23.893459	45.086838	26.070865	46.839485	26.335622	47.474265	20.590757	48.019779	23.836378	48.2375	26.013892	43.481765	25.464	48.935588	25.432216	47.210588	25.248432	50.679265	20.939459	50.471618	20.398649	48.367206	20.660703	49.448603	20.883135	51.456691	20.648378	50.519412	20.332595	52.035441	20.292216	50.4925	19.867027	49.375809	20.119946	51.376838	19.933892	48.021176	19.077243	49.510368	18.991622	50.778529	18.759243	52.198162	18.633892	53.178309	18.796162	49.231176	18.19827	50.621838	17.928865	52.196324	17.981784	49.731029	28.714
Sir Humphry Davy (1778 - 1829)	http://www.bbc.co.uk/staticarchive/39e3679c630924ed93e9c49b61c5735332a92ec1.jpg	48.161765	24.594595	44.370882	30.497459	52.177868	20.221676	42.4925	21.056919	44.302132	26.468162	48.629118	35.399946	40.148529	21.290378	40.583456	23.137135	40.837279	24.783135	41.643015	26.452703	42.580735	27.894108	43.783971	29.653027	44.902132	31.601514	46.034632	33.453946	47.238824	34.830703	61.633676	19.688432	62.591912	21.782216	62.634706	24.365027	62.7175	26.682865	61.808235	29.094324	59.83875	31.164432	57.641985	32.768541	55.189265	34.254919	52.551691	34.954324	42.719559	21.558541	42.671985	20.822541	41.115662	21.116811	41.830882	21.38173	43.848897	21.216054	42.714485	20.725676	44.939118	20.778811	42.269265	20.181135	41.582721	20.381243	43.780735	20.216486	39.823015	19.472378	40.407794	19.693676	41.715956	19.553622	42.800074	19.559946	43.809412	19.66027	40.108676	18.833568	41.558529	18.709784	42.76625	19.139838	45.645515	29.276378	47.352721	31.12027	46.499191	29.947892	46.062941	30.281838	46.591324	30.984216	49.409191	29.986216	50.825809	30.095676	49.116544	30.998811	47.440882	30.187892	51.997059	29.365135	47.317574	29.907622	46.200368	29.281676	45.735735	29.329027	46.634926	29.535784	47.935882	29.252919	49.878603	29.247459	49.290294	29.683892	47.011544	29.305514	45.122132	20.637459	43.274338	24.775027	44.303529	27.316919	46.192574	27.335892	47.678676	20.409838	48.607132	24.431838	48.145588	27.003568	43.130294	26.360703	49.978676	26.059351	43.928897	26.39227	52.111029	20.765676	51.915221	19.940486	50.011544	20.141838	50.617868	20.584	53.519853	20.400162	51.973162	19.807459	54.45375	19.866432	51.654926	19.193676	50.570956	19.335514	53.016691	19.364108	47.689412	18.923027	49.597794	18.598054	51.509926	18.334324	53.456912	18.26	55.058088	18.388432	49.454706	17.910757	51.24875	17.395784	53.481103	17.655514	52.054118	29.774216
Ferdinand de Lesseps (1805 - 1894)	http://www.bbc.co.uk/staticarchive/9d505988fbdba9e12345c5f34a3a678dca6a1cc6.jpg	43.382353	41.081081	36.052059	49.197243	50.700809	33.49427	34.337059	35.631514	41.050882	41.218541	45.651176	58.67027	25.149853	37.235459	26.072647	40.461081	26.500441	43.673676	27.448603	46.708054	28.463088	49.922541	30.425074	52.535027	33.32625	55.197297	37.082868	57.06	41.288456	58.292432	65.249632	33.118811	65.218015	36.785892	65.579412	40.430595	65.919118	43.931081	65.906985	47.711676	63.798162	51.084919	60.593309	53.619351	56.211103	55.64	51.48625	57.668649	34.665441	36.676162	34.25875	35.772216	30.176397	36.744432	32.43625	36.745081	36.133235	36.119946	34.516471	35.54427	37.753824	35.557351	34.018088	34.761892	32.201471	35.496541	36.098088	34.83373	27.979853	34.787351	30.249926	33.680054	32.805809	33.054216	36.132353	32.744378	38.785882	32.356	29.249853	32.69173	32.164265	31.695568	35.819338	31.394378	36.933897	49.636216	43.655441	50.654919	40.377279	49.317027	38.807206	50.518919	41.119044	50.88373	47.919044	48.752811	49.646912	49.24373	46.634559	50.067838	43.608235	49.117622	52.013676	48.245297	43.418456	48.32427	40.960294	47.426378	38.243382	48.165622	40.041838	48.823405	44.828529	47.152541	48.935	47.194595	47.401544	48.221189	43.420662	47.309892	39.453162	35.284649	38.029632	39.89	39.525515	44.018757	42.530147	44.019838	44.186544	34.827946	46.489118	39.238757	45.920074	43.370757	36.96375	42.694595	48.597279	41.880757	41.028603	41.644973	51.012206	34.886757	50.935368	33.929622	47.162059	34.357297	48.974853	34.722486	53.094412	34.576	51.0425	33.79227	54.476618	34.183459	50.683088	32.946	49.068015	33.218541	52.779706	33.228054	44.787794	31.50573	47.765735	31.100865	51.252206	30.903405	54.142794	31.048541	56.185515	31.576432	47.514412	29.664378	51.056618	29.115892	54.676985	29.819892	52.28	48.451622
Catherine de Medici  (1519 – 1589)	http://www.bbc.co.uk/staticarchive/e1489497a7fbe8419cdfebb46d8e43e90ca9c9c7.jpg	33.823529	43.783784	27.650147	56.007027	42.300515	36.994649	21.929118	37.324432	28.175956	48.80773	36.526985	67.178378	16.824191	37.251676	16.981103	41.15027	17.366985	45.217514	18.814559	49.071622	20.19	52.601676	22.145441	56.142162	24.255368	59.754054	27.374926	62.899459	31.295956	65.826486	65.832574	34.93427	65.969559	39.773568	65.536985	45.146486	64.956985	49.778054	62.739559	54.22	59.437721	58.175676	54.446985	61.571892	49.232426	64.293514	43.731324	66.469189	21.266618	38.588811	21.419044	37.37373	18.67375	37.103838	19.249485	38.131784	23.702868	38.380973	20.928971	37.335243	26.5725	37.990595	21.200956	36.24173	19.424926	36.287405	23.669265	36.611622	15.659853	32.664595	17.527279	32.123514	20.001471	31.949135	22.682206	32.230811	25.270368	32.647514	16.997353	30.886054	19.547279	30.731405	22.974412	31.569892	27.685147	56.310811	32.781471	59.190811	30.529338	56.896216	29.25875	57.349189	30.438309	58.7	37.442426	56.81027	39.550441	57.324865	36.027721	58.574054	33.018382	57.298919	43.082794	55.712973	32.838529	56.756757	30.682647	55.471351	28.627574	55.583243	30.514044	56.173514	34.771618	55.470811	38.541765	55.538919	37.330662	56.183784	32.780074	55.715135	28.747206	37.15	26.701544	46.227135	27.929706	50.955892	30.798824	51.775514	33.701324	37.077459	35.044118	45.771946	34.643088	50.618973	25.672353	49.300595	38.288897	48.792973	28.548897	49.283784	43.234338	37.79	43.047941	36.575514	39.415809	37.133405	40.841838	37.39973	45.746471	37.158	41.35375	36.399514	48.595	36.034703	42.763162	35.647081	40.572353	35.838811	45.129632	35.619514	36.121471	32.04973	40.829779	31.303784	44.767868	30.956595	49.536912	31.091351	53.672353	32.24427	40.410294	30.429297	44.833309	29.641514	50.036544	30.349189	42.829632	55.235676
